Date,Category,Sub-category,Amount
2023-02-27,Debt,NOCHARGE,0
2023-02-28,Debt,Interest,-5.05
2023-03-01,Debt,NOCHARGE,0
2023-03-02,Debt,NOCHARGE,0
2023-03-03,Debt,NOCHARGE,0
2023-03-04,Debt,NOCHARGE,0
2023-03-05,Debt,NOCHARGE,0
2023-03-06,Debt,NOCHARGE,0
2023-03-07,Debt,NOCHARGE,0
2023-03-08,Debt,NOCHARGE,0
2023-03-09,Debt,NOCHARGE,0
2023-03-10,Debt,NOCHARGE,0
2023-03-11,Debt,NOCHARGE,0
2023-03-12,Debt,NOCHARGE,0
2023-03-13,Debt,NOCHARGE,0
2023-03-14,Debt,NOCHARGE,0
2023-03-15,Debt,NOCHARGE,0
2023-03-16,Debt,NOCHARGE,0
2023-03-17,Debt,Payment,-280
2023-03-17,Debt,Payment,280
2023-03-18,Debt,NOCHARGE,0
2023-03-19,Debt,NOCHARGE,0
2023-03-20,Debt,NOCHARGE,0
2023-03-21,Debt,NOCHARGE,0
2023-03-22,Debt,NOCHARGE,0
2023-03-23,Debt,NOCHARGE,0
2023-03-24,Debt,NOCHARGE,0
2023-03-25,Debt,NOCHARGE,0
2023-03-26,Debt,NOCHARGE,0
2023-03-27,Debt,NOCHARGE,0
2023-03-28,Debt,NOCHARGE,0
2023-03-29,Debt,NOCHARGE,0
2023-03-30,Debt,NOCHARGE,0
2023-03-31,Debt,Interest,-2.35
2023-04-01,Debt,NOCHARGE,0
2023-04-02,Debt,NOCHARGE,0
2023-04-03,Debt,NOCHARGE,0
2023-04-04,Debt,NOCHARGE,0
2023-04-05,Debt,NOCHARGE,0
2023-04-06,Debt,NOCHARGE,0
2023-04-07,Debt,NOCHARGE,0
2023-04-08,Debt,NOCHARGE,0
2023-04-09,Debt,NOCHARGE,0
2023-04-10,Debt,NOCHARGE,0
2023-04-11,Debt,NOCHARGE,0
2023-04-12,Debt,NOCHARGE,0
2023-04-13,Debt,NOCHARGE,0
2023-04-14,Debt,NOCHARGE,0
2023-04-15,Debt,NOCHARGE,0
2023-04-16,Debt,NOCHARGE,0
2023-04-17,Debt,NOCHARGE,0
2023-04-18,Debt,NOCHARGE,0
2023-04-19,Debt,NOCHARGE,0
2023-04-20,Debt,NOCHARGE,0
2023-04-21,Debt,NOCHARGE,0
2023-04-22,Debt,NOCHARGE,0
2023-04-23,Debt,NOCHARGE,0
2023-04-24,Debt,Payment,-122.29
2023-04-24,Debt,Payment,122.29
2023-04-25,Debt,NOCHARGE,0
2023-04-26,Debt,NOCHARGE,0
2023-04-27,Debt,NOCHARGE,0
2023-04-28,Debt,NOCHARGE,0
2023-04-29,Debt,NOCHARGE,0
2023-04-30,Debt,Interest,-3.78
2023-05-01,Debt,Payment,-600
2023-05-01,Debt,Payment,600
2023-05-02,Debt,NOCHARGE,0
2023-05-03,Debt,NOCHARGE,0
2023-05-04,Debt,NOCHARGE,0
2023-05-05,Debt,NOCHARGE,0
2023-05-06,Debt,NOCHARGE,0
2023-05-07,Debt,NOCHARGE,0
2023-05-08,Debt,NOCHARGE,0
2023-05-09,Debt,NOCHARGE,0
2023-05-10,Debt,NOCHARGE,0
2023-05-11,Debt,NOCHARGE,0
2023-05-12,Debt,NOCHARGE,0
2023-05-13,Debt,NOCHARGE,0
2023-05-14,Debt,NOCHARGE,0
2023-05-15,Debt,NOCHARGE,0
2023-05-16,Debt,NOCHARGE,0
2023-05-17,Debt,NOCHARGE,0
2023-05-18,Debt,NOCHARGE,0
2023-05-19,Debt,NOCHARGE,0
2023-05-20,Debt,NOCHARGE,0
2023-05-21,Debt,NOCHARGE,0
2023-05-22,Debt,NOCHARGE,0
2023-05-23,Debt,Payment,-43.89
2023-05-23,Debt,Payment,43.89
2023-05-24,Debt,NOCHARGE,0
2023-05-25,Debt,NOCHARGE,0
2023-05-26,Debt,NOCHARGE,0
2023-05-27,Debt,NOCHARGE,0
2023-05-28,Debt,NOCHARGE,0
2023-05-29,Debt,NOCHARGE,0
2023-05-30,Debt,NOCHARGE,0
2023-05-31,Debt,Interest,-3.99
2023-06-01,Debt,Payment,-594
2023-06-01,Debt,Payment,594
2023-06-02,Debt,NOCHARGE,0
2023-06-03,Debt,NOCHARGE,0
2023-06-04,Debt,NOCHARGE,0
2023-06-05,Debt,NOCHARGE,0
2023-06-06,Debt,NOCHARGE,0
2023-06-07,Debt,NOCHARGE,0
2023-06-08,Debt,NOCHARGE,0
2023-06-09,Debt,NOCHARGE,0
2023-06-10,Debt,NOCHARGE,0
2023-06-11,Debt,Payment,-300
2023-06-11,Debt,Payment,300
2023-06-12,Debt,NOCHARGE,0
2023-06-13,Debt,NOCHARGE,0
2023-06-14,Debt,NOCHARGE,0
2023-06-15,Debt,NOCHARGE,0
2023-06-16,Debt,NOCHARGE,0
2023-06-17,Debt,NOCHARGE,0
2023-06-18,Debt,NOCHARGE,0
2023-06-19,Debt,NOCHARGE,0
2023-06-20,Debt,NOCHARGE,0
2023-06-21,Debt,NOCHARGE,0
2023-06-22,Debt,NOCHARGE,0
2023-06-23,Debt,NOCHARGE,0
2023-06-24,Debt,NOCHARGE,0
2023-06-25,Debt,NOCHARGE,0
2023-06-26,Debt,NOCHARGE,0
2023-06-27,Debt,NOCHARGE,0
2023-06-28,Debt,NOCHARGE,0
2023-06-29,Debt,NOCHARGE,0
2023-06-30,Debt,Interest,-3.2
2023-07-01,Debt,NOCHARGE,0
2023-07-02,Debt,NOCHARGE,0
2023-07-03,Debt,Payment,-588.06
2023-07-03,Debt,Payment,588.06
2023-07-04,Debt,NOCHARGE,0
2023-07-05,Debt,NOCHARGE,0
2023-07-06,Debt,NOCHARGE,0
2023-07-07,Debt,NOCHARGE,0
2023-07-08,Debt,NOCHARGE,0
2023-07-09,Debt,NOCHARGE,0
2023-07-10,Debt,Payment,-193.85
2023-07-10,Debt,Payment,193.85
2023-07-11,Debt,NOCHARGE,0
2023-07-12,Debt,NOCHARGE,0
2023-07-13,Debt,NOCHARGE,0
2023-07-14,Debt,NOCHARGE,0
2023-07-15,Debt,NOCHARGE,0
2023-07-16,Debt,NOCHARGE,0
2023-07-17,Debt,NOCHARGE,0
2023-07-18,Debt,NOCHARGE,0
2023-07-19,Debt,NOCHARGE,0
2023-07-20,Debt,NOCHARGE,0
2023-07-21,Debt,NOCHARGE,0
2023-07-22,Debt,NOCHARGE,0
2023-07-23,Debt,NOCHARGE,0
2023-07-24,Debt,NOCHARGE,0
2023-07-25,Debt,NOCHARGE,0
2023-07-26,Debt,NOCHARGE,0
2023-07-27,Debt,NOCHARGE,0
2023-07-28,Debt,NOCHARGE,0
2023-07-29,Debt,NOCHARGE,0
2023-07-30,Debt,NOCHARGE,0
2023-07-31,Debt,Interest,-3.97
2023-08-01,Debt,Payment,-582.18
2023-08-01,Debt,Payment,582.18
2023-08-02,Debt,NOCHARGE,0
2023-08-03,Debt,NOCHARGE,0
2023-08-04,Debt,NOCHARGE,0
2023-08-05,Debt,NOCHARGE,0
2023-08-06,Debt,NOCHARGE,0
2023-08-07,Debt,NOCHARGE,0
2023-08-08,Debt,NOCHARGE,0
2023-08-09,Debt,NOCHARGE,0
2023-08-10,Debt,NOCHARGE,0
2023-08-11,Debt,NOCHARGE,0
2023-08-12,Debt,NOCHARGE,0
2023-08-13,Debt,NOCHARGE,0
2023-08-14,Debt,NOCHARGE,0
2023-08-15,Debt,NOCHARGE,0
2023-08-16,Debt,NOCHARGE,0
2023-08-17,Debt,NOCHARGE,0
2023-08-18,Debt,NOCHARGE,0
2023-08-19,Debt,NOCHARGE,0
2023-08-20,Debt,NOCHARGE,0
2023-08-21,Debt,NOCHARGE,0
2023-08-22,Debt,NOCHARGE,0
2023-08-23,Debt,NOCHARGE,0
2023-08-24,Debt,NOCHARGE,0
2023-08-25,Debt,NOCHARGE,0
2023-08-26,Debt,Payment,-259.04
2023-08-26,Debt,Payment,259.04
2023-08-27,Debt,NOCHARGE,0
2023-08-28,Debt,NOCHARGE,0
2023-08-29,Debt,NOCHARGE,0
2023-08-30,Debt,NOCHARGE,0
2023-08-31,Debt,Interest,-3.02
2023-09-01,Debt,Payment,-576.36
2023-09-01,Debt,Payment,576.36
2023-09-02,Debt,NOCHARGE,0
2023-09-03,Debt,Payment,-356.64
2023-09-03,Debt,Payment,356.64
2023-09-04,Debt,NOCHARGE,0
2023-09-05,Debt,NOCHARGE,0
2023-09-06,Debt,NOCHARGE,0
2023-09-07,Debt,NOCHARGE,0
2023-09-08,Debt,NOCHARGE,0
2023-09-09,Debt,NOCHARGE,0
2023-09-10,Debt,NOCHARGE,0
2023-09-11,Debt,NOCHARGE,0
2023-09-12,Debt,NOCHARGE,0
2023-09-13,Debt,NOCHARGE,0
2023-09-14,Debt,NOCHARGE,0
2023-09-15,Debt,NOCHARGE,0
2023-09-16,Debt,NOCHARGE,0
2023-09-17,Debt,NOCHARGE,0
2023-09-18,Debt,NOCHARGE,0
2023-09-19,Debt,NOCHARGE,0
2023-09-20,Debt,NOCHARGE,0
2023-09-21,Debt,NOCHARGE,0
2023-09-22,Debt,NOCHARGE,0
2023-09-23,Debt,NOCHARGE,0
2023-09-24,Debt,NOCHARGE,0
2023-09-25,Debt,NOCHARGE,0
2023-09-26,Debt,NOCHARGE,0
2023-09-27,Debt,NOCHARGE,0
2023-09-28,Debt,NOCHARGE,0
2023-09-29,Debt,NOCHARGE,0
2023-09-30,Debt,Interest,-4.58
2023-10-01,Debt,NOCHARGE,0
2023-10-02,Debt,Payment,-1570.59
2023-10-02,Debt,Payment,1570.59
2023-10-03,Debt,NOCHARGE,0
2023-10-04,Debt,NOCHARGE,0
2023-10-05,Debt,NOCHARGE,0
2023-10-06,Debt,NOCHARGE,0
2023-10-07,Debt,NOCHARGE,0
2023-10-08,Debt,NOCHARGE,0
2023-10-09,Debt,NOCHARGE,0
2023-10-10,Debt,NOCHARGE,0
2023-10-11,Debt,NOCHARGE,0
2023-10-12,Debt,NOCHARGE,0
2023-10-13,Debt,NOCHARGE,0
2023-10-14,Debt,NOCHARGE,0
2023-10-15,Debt,NOCHARGE,0
2023-10-16,Debt,NOCHARGE,0
2023-10-17,Debt,NOCHARGE,0
2023-10-18,Debt,NOCHARGE,0
2023-10-19,Debt,NOCHARGE,0
2023-10-20,Debt,NOCHARGE,0
2023-10-21,Debt,NOCHARGE,0
2023-10-22,Debt,NOCHARGE,0
2023-10-23,Debt,NOCHARGE,0
2023-10-24,Debt,NOCHARGE,0
2023-10-25,Debt,NOCHARGE,0
2023-10-27,Debt,Payment,-287
2023-10-27,Debt,Payment,287
2023-10-28,Debt,NOCHARGE,0
2023-10-29,Debt,NOCHARGE,0
2023-10-30,Debt,NOCHARGE,0
2023-10-31,Debt,Interest,-7.05
2023-11-01,Debt,Payment,-555.88
2023-11-01,Debt,Payment,555.88
2023-11-02,Debt,NOCHARGE,0
2023-11-03,Debt,NOCHARGE,0
2023-11-04,Debt,NOCHARGE,0
2023-11-05,Debt,NOCHARGE,0
2023-11-06,Debt,NOCHARGE,0
2023-11-07,Debt,NOCHARGE,0
2023-11-08,Debt,NOCHARGE,0
2023-11-09,Debt,NOCHARGE,0
2023-11-10,Debt,NOCHARGE,0
2023-11-11,Debt,NOCHARGE,0
2023-11-12,Debt,NOCHARGE,0
2023-11-13,Debt,NOCHARGE,0
2023-11-14,Debt,NOCHARGE,0
2023-11-15,Debt,NOCHARGE,0
2023-11-16,Debt,NOCHARGE,0
2023-11-17,Debt,NOCHARGE,0
2023-11-18,Debt,NOCHARGE,0
2023-11-19,Debt,NOCHARGE,0
2023-11-20,Debt,NOCHARGE,0
2023-11-21,Debt,NOCHARGE,0
2023-11-22,Debt,NOCHARGE,0
2023-11-23,Debt,NOCHARGE,0
2023-11-24,Debt,NOCHARGE,0
2023-11-25,Debt,NOCHARGE,0
2023-11-26,Debt,Payment,-287
2023-11-26,Debt,Payment,287
2023-11-27,Debt,NOCHARGE,0
2023-11-28,Debt,NOCHARGE,0
2023-11-29,Debt,NOCHARGE,0
2023-11-30,Debt,Interest,0
2023-12-01,Debt,Payment,-549.32
2023-12-01,Debt,Payment,549.32
2023-12-02,Debt,NOCHARGE,0
2023-12-03,Debt,NOCHARGE,0
2023-12-04,Debt,NOCHARGE,0
2023-12-05,Debt,NOCHARGE,0
2023-12-06,Debt,NOCHARGE,0
2023-12-07,Debt,NOCHARGE,0
2023-12-08,Debt,NOCHARGE,0
2023-12-09,Debt,NOCHARGE,0
2023-12-10,Debt,NOCHARGE,0
2023-12-11,Debt,NOCHARGE,0
2023-12-12,Debt,NOCHARGE,0
2023-12-13,Debt,NOCHARGE,0
2023-12-14,Debt,NOCHARGE,0
2023-12-15,Debt,NOCHARGE,0
2023-12-16,Debt,NOCHARGE,0
2023-12-17,Debt,NOCHARGE,0
2023-12-18,Debt,NOCHARGE,0
2023-12-19,Debt,NOCHARGE,0
2023-12-20,Debt,NOCHARGE,0
2023-12-21,Debt,NOCHARGE,0
2023-12-22,Debt,NOCHARGE,0
2023-12-23,Debt,NOCHARGE,0
2023-12-24,Debt,NOCHARGE,0
2023-12-25,Debt,NOCHARGE,0
2023-12-26,Debt,NOCHARGE,0
2023-12-27,Debt,NOCHARGE,0
2023-12-28,Debt,NOCHARGE,0
2023-12-29,Debt,Payment,-100
2023-12-29,Debt,Payment,100
2023-12-30,Debt,NOCHARGE,0
2023-12-31,Debt,Interest,-1.23
